,ID,Education,Marital_Status,Income,Kidhome,Teenhome,Recency,NumWebVisitsMonth,Complain,Response,Amount,TotalPurchases,Age,Years_Since_Registration,Cluster_labels
1499,6318,Graduation,Married,68487.0,0,0,48,4,0,0,1366,30,36,11.008898015058179,Low
1500,4093,Master,Together,53253.0,1,1,61,5,0,0,436,19,49,10.206707734428473,Average
1501,5751,2n Cycle,Divorced,31163.0,1,0,54,6,0,0,38,5,51,9.924709103353868,High
1502,3340,Graduation,Married,42014.0,1,0,56,8,0,1,436,20,47,11.416837782340862,Average
1503,3594,Master,Married,54108.0,1,1,74,8,0,0,747,32,51,11.685147159479808,High
1504,3584,PhD,Single,49667.0,0,0,35,8,0,1,1396,22,69,11.408624229979466,Low
1505,3643,Master,Married,63206.0,0,0,65,2,0,0,928,14,50,9.828884325804244,Low
1506,851,Master,Married,57136.0,1,1,48,6,0,0,642,26,52,10.360027378507871,Average
1507,7706,2n Cycle,Together,46772.0,0,1,88,8,0,0,1048,30,49,11.51813826146475,Low
1508,3967,PhD,Married,78931.0,0,0,19,1,0,0,943,24,53,10.22861054072553,High
1509,10128,Graduation,Together,53977.0,0,1,21,5,0,0,907,27,66,10.447638603696099,High
1510,486,Graduation,Married,84219.0,0,0,27,1,0,0,1198,18,36,9.95482546201232,High
1511,9,Master,Single,46098.0,1,1,86,8,0,0,120,11,49,11.41409993155373,Average
1512,9451,Graduation,Married,73538.0,0,1,92,7,0,0,1658,26,59,11.143052703627653,Average
1513,9264,Graduation,Married,79529.0,0,0,1,2,0,0,1638,22,38,9.724845995893224,Low
1514,3865,2n Cycle,Together,20981.0,0,0,14,8,0,1,73,7,47,10.715947980835045,High
1515,2853,Graduation,Single,51766.0,1,0,74,5,0,0,275,12,44,9.204654346338124,Average
1516,1490,Graduation,Married,55759.0,0,1,84,8,0,0,854,26,62,11.134839151266256,Average
1517,6310,Graduation,Married,33039.0,1,0,4,5,0,0,78,7,46,10.354551676933607,Low
1518,10380,Master,Married,37787.0,1,0,50,8,0,0,106,7,52,10.324435318275153,Low
1519,3887,Graduation,Single,27242.0,1,0,2,9,0,1,106,7,54,11.181382614647502,Low
1520,4278,PhD,Single,87188.0,0,0,73,3,0,1,1923,19,41,10.86652977412731,High
1521,8643,Graduation,Together,69930.0,0,0,21,3,0,0,1662,22,53,10.64476386036961,High
1522,1998,Graduation,Single,37697.0,1,0,82,6,0,0,84,7,48,9.544147843942506,Average
1523,10795,PhD,Married,37401.0,1,0,14,7,0,0,48,7,51,9.618069815195073,High
1524,11110,Graduation,Single,3502.0,1,0,56,14,0,0,5,0,51,10.76249144421629,Low
1525,2408,Graduation,Married,58597.0,1,1,20,7,0,0,733,32,48,11.156741957563312,Average
1526,202,PhD,Widow,82032.0,0,0,54,1,0,0,1234,17,76,9.705681040383299,Average
1527,7998,Graduation,Together,28087.0,1,1,77,7,0,0,112,9,66,11.178644763860369,Average
1528,830,PhD,Single,74004.0,0,0,5,3,0,1,1658,15,37,9.894592744695414,Average
1529,3536,Graduation,Together,19740.0,0,1,65,5,0,0,55,7,64,10.817248459958932,High
1530,6050,2n Cycle,Married,57036.0,0,1,33,9,0,0,1513,26,49,11.178644763860369,Low
1531,125,2n Cycle,Together,53083.0,1,1,65,7,0,0,271,17,66,10.674880219028063,High
1532,3463,PhD,Married,69283.0,0,1,41,5,0,0,904,27,49,9.593429158110883,High
1533,2804,Master,Single,46098.0,1,1,86,8,0,1,120,11,49,11.41409993155373,Average
1534,3745,2n Cycle,Married,23331.0,1,0,92,8,0,0,103,8,36,11.772758384668036,Low
1535,9771,2n Cycle,Single,23331.0,1,0,97,9,0,0,269,17,36,11.68788501026694,Low
1536,451,Graduation,Single,9255.0,1,0,91,8,0,0,22,5,35,10.075290896646132,High
1537,10530,PhD,Widow,67786.0,0,0,0,1,0,1,1156,16,65,10.516084873374401,Average
1538,1079,PhD,Married,71969.0,0,1,59,8,0,0,1086,19,53,11.252566735112936,Low
1539,8920,Master,Single,59235.0,1,0,4,7,0,0,1128,28,57,10.127310061601642,Low
1540,6678,Graduation,Together,31928.0,1,0,5,7,0,0,72,9,35,9.806981519507186,Average
1541,3852,Master,Together,74881.0,1,1,48,5,0,0,964,27,63,10.455852156057494,Average
1542,528,Graduation,Married,65819.0,0,0,99,3,0,0,1383,20,46,11.132101300479125,Low
1543,73,PhD,Single,51411.0,1,2,81,5,0,0,18,4,71,10.64476386036961,Average
1544,5589,Graduation,Divorced,51983.0,0,1,95,7,0,0,793,24,60,11.378507871321013,Average
1545,10212,Master,Together,42386.0,1,0,43,8,0,0,100,7,38,11.008898015058179,High
1546,6365,2n Cycle,Married,30390.0,0,0,5,6,0,0,80,6,37,10.934976043805612,Average
1547,5636,Graduation,Single,30983.0,0,0,50,8,0,1,167,8,61,11.34839151266256,High
1548,591,Graduation,Widow,66033.0,0,1,76,7,0,0,677,20,67,10.989733059548255,Low
1549,2217,2n Cycle,Married,37284.0,1,1,46,6,0,0,23,4,49,10.803559206023271,High
1550,2544,Master,Divorced,57530.0,0,1,68,1,0,0,92,7,73,10.102669404517453,Low
1551,7725,2n Cycle,Married,76800.0,0,0,33,1,0,0,641,16,59,9.456536618754278,Average
1552,8091,Graduation,Married,63943.0,0,1,50,5,0,0,1106,17,68,11.937029431895962,High
1553,7321,Graduation,Together,76081.0,0,0,85,2,0,0,1033,14,62,9.653661875427789,Low
1554,5462,Graduation,Married,67445.0,0,1,63,6,0,0,1174,32,50,11.107460643394935,High
1555,7791,Master,Married,37054.0,1,1,89,7,0,0,25,6,57,10.338124572210814,Average
1556,955,Master,Together,47175.0,1,1,81,8,0,1,240,17,62,11.219712525667351,Average
1557,4037,Graduation,Divorced,31859.0,1,0,77,7,0,0,20,4,48,10.5927446954141,Low
1558,6642,Graduation,Divorced,27215.0,2,1,50,6,0,0,102,11,63,10.981519507186858,Average
1559,2793,PhD,Divorced,70179.0,0,1,10,5,0,0,1034,26,48,10.491444216290212,High
1560,5424,Graduation,Married,39922.0,1,0,30,8,0,0,156,9,41,10.921286789869953,Low
1561,879,Master,Married,49681.0,0,2,66,7,0,0,458,21,48,10.767967145790555,Low
1562,9530,Graduation,Married,24645.0,1,0,16,8,0,0,17,4,36,12.016427104722792,High
1563,4828,Graduation,Divorced,79865.0,0,1,12,1,0,0,792,21,70,9.582477754962355,Average
1564,10699,Graduation,Married,44322.0,1,0,30,8,0,0,92,8,39,9.587953456536619,High
1565,1497,Graduation,Single,47958.0,0,1,8,5,0,0,407,16,72,10.992470910335387,Average
1566,7476,Master,Single,63972.0,0,1,93,4,0,0,1269,23,60,11.928815879534566,High
1567,4390,Graduation,Together,75315.0,0,1,14,2,0,0,841,23,70,9.757700205338809,Low
1568,10478,PhD,Married,55517.0,1,1,53,9,0,1,633,23,74,11.304585900068446,Low
1569,1081,PhD,Married,75283.0,1,2,26,4,0,0,1019,25,67,10.809034907597535,Low
1570,4261,PhD,Single,82800.0,0,0,23,3,0,1,1315,26,78,11.145790554414784,High
1571,9916,Graduation,Married,38998.0,1,1,92,8,1,0,54,8,70,11.852156057494867,High
1572,5350,Master,Single,90638.0,0,0,29,1,0,1,2525,18,33,9.924709103353868,Average
1573,8135,Master,Married,27161.0,1,0,41,7,0,0,52,5,38,10.220396988364135,High
1574,8685,Graduation,Married,42014.0,1,0,56,8,0,1,436,20,47,11.416837782340862,Low
1575,4967,PhD,Together,38201.0,0,1,19,8,0,0,268,15,64,10.803559206023271,Average
1576,2130,Graduation,Together,45203.0,2,0,4,6,0,1,147,8,42,9.820670773442847,Average
1577,9298,PhD,Together,81574.0,0,0,89,1,0,0,1798,18,77,9.722108145106091,Low
1578,8175,Graduation,Married,34935.0,0,0,71,7,0,0,137,8,32,10.573579739904176,High
1579,6257,Master,Single,60482.0,0,1,81,7,0,0,507,17,48,10.981519507186858,Low
1580,3790,Graduation,Together,34633.0,2,1,31,6,0,0,15,4,68,9.982203969883642,Average
1581,9952,Master,Together,78093.0,0,0,53,1,0,0,1105,17,77,10.179329226557153,Low
1582,3503,Graduation,Divorced,82460.0,0,0,78,1,0,0,974,15,74,10.926762491444217,Low
1583,5223,Master,Together,45903.0,0,1,80,4,0,0,66,8,58,9.735797399041752,Average
1584,4608,Graduation,Divorced,81361.0,0,0,18,1,0,1,778,27,37,9.891854893908283,Average
1585,1626,PhD,Divorced,35860.0,1,1,37,5,0,1,49,6,51,9.664613278576317,High
1586,4764,Master,Together,40442.0,1,1,52,7,0,1,169,12,72,11.411362080766597,Average
1587,2471,Graduation,Married,61482.0,0,0,39,2,0,0,299,12,59,9.557837097878165,High
1588,5892,Graduation,Married,34968.0,1,0,11,7,0,0,221,17,44,10.286105407255304,High
1589,2612,Graduation,Married,75794.0,0,0,33,3,0,0,1682,25,37,10.064339493497604,Low
1590,4971,PhD,Together,31497.0,0,1,22,8,0,0,155,10,62,11.597535934291582,High
1591,5185,Graduation,Married,74268.0,0,0,83,2,0,0,892,13,69,10.921286789869953,Low
1592,10069,Basic,Together,13724.0,1,0,43,9,0,0,58,5,36,11.378507871321013,Average
1593,2262,Master,Together,45143.0,0,1,74,7,0,0,311,15,59,10.392881587953456,Low
1594,1131,PhD,Single,52569.0,0,1,54,3,0,0,95,7,57,9.705681040383299,Low
1595,1041,PhD,Single,48432.0,0,1,3,8,0,1,424,19,51,11.247091033538672,High
1596,24,Master,Together,17144.0,1,1,96,7,0,0,47,12,64,9.919233401779604,Average
1597,3409,Graduation,Single,36108.0,1,0,68,9,0,0,339,15,40,10.255989048596852,Low
1598,7022,Graduation,Married,76445.0,1,0,2,6,0,0,1410,21,53,11.301848049281315,Low
1599,7943,PhD,Married,36663.0,1,0,40,2,0,0,35,6,49,9.730321697467488,Low
1600,5272,Master,Married,53843.0,0,1,64,7,0,0,562,20,59,10.557152635181383,Low
1601,5453,Master,Married,90226.0,0,0,26,2,0,0,2352,24,68,11.307323750855579,Low
1602,2565,Master,Divorced,70638.0,0,0,69,3,0,0,1334,20,69,11.028062970568104,High
1603,800,Graduation,Together,44512.0,1,1,57,4,0,0,32,6,64,10.381930184804927,High
1604,11092,Graduation,Married,27116.0,1,1,78,7,0,0,41,7,63,9.952087611225188,Average
1605,5062,PhD,Married,54072.0,1,1,71,8,0,0,39,5,61,10.47501711156742,Low
1606,8969,Graduation,Married,71855.0,0,1,59,3,0,0,1141,25,47,11.000684462696784,Low
1607,4656,2n Cycle,Single,51250.0,1,0,28,9,0,0,710,24,34,10.80082135523614,High
1608,4480,Master,Married,60432.0,0,1,61,6,0,0,401,19,51,9.371663244353183,Low
1609,9971,PhD,Married,65526.0,0,1,22,2,0,0,506,17,60,9.201916495550993,Low
1610,6729,Graduation,Single,68655.0,0,0,95,3,0,0,1538,21,36,11.274469541409994,Low
1611,1773,2n Cycle,Married,12393.0,0,0,38,9,0,0,57,6,46,11.764544832306639,Average
1612,9242,Graduation,Single,64509.0,0,0,19,4,0,1,1722,19,34,10.417522245037645,Low
1613,1764,Graduation,Single,33955.0,1,0,92,8,0,0,270,15,49,10.35728952772074,High
1614,6215,Graduation,Married,31353.0,1,1,24,8,0,1,31,6,47,10.050650239561945,High
1615,10099,Graduation,Married,55434.0,1,0,21,4,0,0,882,24,40,10.688569472963723,Average
1616,5423,Graduation,Together,28359.0,1,0,35,7,0,0,16,4,41,10.223134839151266,Low
1617,940,Graduation,Single,57100.0,1,0,9,3,0,0,311,14,37,9.66735112936345,High
1618,3011,Graduation,Married,69139.0,0,1,23,4,0,0,227,11,59,9.971252566735114,Average
1619,3298,Master,Married,52973.0,0,1,92,8,0,0,1152,31,68,11.433264887063656,High
1620,8286,PhD,Together,51717.0,0,1,55,7,0,0,122,8,59,10.40930869267625,Low
1621,9668,Graduation,Married,18793.0,1,0,14,8,0,0,77,9,53,10.127310061601642,Low
1622,5120,2n Cycle,Together,66664.0,0,0,78,3,0,0,1289,19,42,11.31006160164271,Low
1623,6097,Graduation,Single,50664.0,1,1,64,9,0,0,561,24,65,11.000684462696784,Low
1624,7019,Graduation,Together,54414.0,1,1,49,4,0,0,211,13,61,10.981519507186858,High
1625,7408,PhD,Married,54549.0,0,1,8,7,0,0,233,12,72,9.875427789185489,Average
1626,8041,PhD,Widow,47111.0,0,1,35,9,0,0,1092,21,53,11.43874058863792,High
1627,252,PhD,Divorced,41003.0,0,0,11,6,0,0,601,17,61,10.836413415468858,High
1628,9986,Graduation,Together,19444.0,1,0,8,7,0,1,54,10,42,9.900068446269678,High
1629,3276,2n Cycle,Together,36301.0,1,0,53,7,0,0,78,7,48,10.22861054072553,High
1630,3859,PhD,Together,73059.0,0,1,36,4,0,0,1095,26,77,10.379192334017796,Low
1631,3570,PhD,Together,42731.0,1,0,64,5,0,0,244,13,55,10.239561943874058,Low
1632,3783,PhD,Married,52854.0,1,1,43,5,0,0,116,9,65,9.817932922655714,Average
1633,10207,Graduation,Together,22775.0,1,0,40,8,0,0,15,4,46,10.57905544147844,Low
1634,10906,PhD,Together,46681.0,0,2,52,5,0,0,425,16,76,10.43668720054757,High
1635,3427,PhD,Married,59821.0,0,1,11,8,0,0,734,26,69,10.119096509240247,Average
1636,5209,Graduation,Divorced,50002.0,0,1,21,7,0,0,638,19,70,10.584531143052704,Low
1637,10711,Graduation,Married,69755.0,0,0,23,1,0,0,894,22,79,10.932238193018481,High
1638,10785,Graduation,Married,44078.0,1,1,17,5,0,0,41,7,55,9.579739904175222,Low
1639,2814,Master,Together,30560.0,1,0,6,7,0,0,31,5,48,10.557152635181383,Low
1640,6866,Master,Together,35924.0,1,1,56,5,0,0,34,5,55,9.820670773442847,High
1641,1665,PhD,Divorced,64140.0,0,2,71,5,0,1,1750,18,60,10.316221765913758,Average
1642,6575,Graduation,Together,56386.0,1,1,51,9,0,0,612,25,43,11.222450376454484,Average
1643,3829,Basic,Together,24594.0,1,0,94,5,0,0,29,5,45,10.264202600958248,High
1644,3091,2n Cycle,Together,75774.0,1,0,27,4,0,0,823,21,43,9.946611909650924,Average
1645,10141,Master,Divorced,39228.0,0,0,1,4,0,0,20,4,64,10.283367556468173,Average
1646,5177,Master,Married,58494.0,0,1,56,6,0,0,396,16,50,10.097193702943189,Average
1647,7005,Graduation,Single,58684.0,0,0,71,2,0,0,813,21,43,9.587953456536619,Average
1648,6409,Graduation,Divorced,57136.0,0,0,18,6,0,1,1179,20,57,10.666666666666666,High
1649,7485,PhD,Widow,56551.0,1,1,48,4,0,0,138,10,74,9.535934291581109,High
1650,8079,Graduation,Married,22448.0,1,0,86,3,0,0,55,9,42,9.88911704312115,High
1651,8395,Graduation,Single,82014.0,0,0,48,6,0,1,1511,22,63,11.408624229979466,Low
1652,10352,Graduation,Widow,34213.0,1,1,2,9,0,1,117,9,61,11.523613963039015,High
1654,13,PhD,Widow,25358.0,0,1,57,6,0,0,32,6,77,10.48870636550308,High
1655,1834,Master,Single,35544.0,1,0,77,7,0,0,67,6,46,9.456536618754278,High
1656,2285,Master,Together,36634.0,0,1,0,7,0,0,335,15,70,10.639288158795345,High
1657,2295,PhD,Married,62670.0,0,1,57,3,0,0,825,22,70,9.95482546201232,Low
1658,1378,2n Cycle,Together,50334.0,0,1,24,6,0,0,694,23,52,10.483230663928817,Low
1659,2781,Graduation,Single,72066.0,0,0,55,2,0,1,1792,17,43,9.568788501026694,Average
1660,1165,PhD,Single,50729.0,1,1,62,6,0,0,496,24,66,10.94592744695414,Low
1661,1404,Graduation,Together,34916.0,2,0,89,9,0,0,231,13,56,10.674880219028063,Low
1662,6457,Graduation,Divorced,64892.0,0,1,77,4,0,0,902,24,48,9.637234770704996,Average
1663,2639,Graduation,Single,43602.0,1,1,45,6,0,0,68,9,58,9.295003422313483,Low
1664,8299,PhD,Single,33996.0,0,0,46,4,0,0,71,6,35,10.18754277891855,Low
1665,6437,2n Cycle,Single,41473.0,1,0,80,7,0,0,76,6,39,10.57905544147844,High
1666,6912,PhD,Married,63246.0,0,2,60,4,0,0,772,22,57,10.40930869267625,High
1667,7327,PhD,Married,36732.0,1,1,71,2,0,0,47,9,65,10.050650239561945,High
1668,5299,PhD,Married,69084.0,1,0,43,8,0,0,1586,25,54,10.160164271047227,Low
1669,4127,PhD,Married,77766.0,0,1,97,6,0,1,1529,34,57,10.899383983572895,Low
1670,8143,PhD,Single,37929.0,0,0,49,7,0,1,265,13,39,10.466803559206022,Average
1671,1964,Graduation,Together,86610.0,0,0,66,2,0,0,1603,18,73,10.691307323750856,Low
1672,3690,Master,Married,80141.0,0,0,20,6,0,1,2091,22,38,10.209445585215606,Average
1673,3433,2n Cycle,Married,72635.0,0,0,54,3,0,0,981,21,69,10.86652977412731,Low
1674,3389,Graduation,Married,69016.0,0,1,61,5,0,0,1533,34,54,11.151266255989048,High
1675,4712,2n Cycle,Together,20193.0,0,0,18,4,0,0,82,7,33,11.134839151266256,High
1676,1170,Graduation,Married,27573.0,1,0,45,8,0,0,244,14,49,10.8145106091718,Low
1677,6347,Basic,Single,15862.0,1,0,26,8,0,0,36,5,45,10.557152635181383,High
1678,4065,PhD,Married,49544.0,1,0,0,7,0,0,404,16,48,10.124572210814511,High
1679,8230,Graduation,Married,33228.0,1,0,28,7,0,0,71,6,44,9.982203969883642,Low
1680,1215,Graduation,Together,70440.0,0,0,49,3,0,0,1572,23,46,10.43668720054757,Low
1681,5939,Graduation,Together,38232.0,1,1,84,5,0,0,122,11,53,9.998631074606434,Average
1682,2156,PhD,Married,22554.0,1,1,38,5,0,0,41,10,69,11.852156057494867,Low
1683,7788,PhD,Married,23536.0,1,0,53,3,0,0,10,4,41,9.782340862422998,Average
1684,10323,Graduation,Married,49413.0,0,1,88,5,0,0,304,13,72,10.22861054072553,Average
1685,7947,Graduation,Married,42231.0,1,1,99,5,0,0,37,5,55,9.815195071868583,Low
1686,1891,Master,Divorced,78789.0,0,0,12,2,0,1,1754,16,44,11.441478439425051,Average
1687,2570,Graduation,Together,56534.0,0,1,35,8,0,1,815,25,56,10.485968514715948,High
1688,9256,Graduation,Single,58350.0,0,1,5,6,0,0,1001,27,53,10.795345653661876,High
1689,295,Graduation,Single,81217.0,0,0,77,1,0,0,1157,22,35,10.496919917864476,Low
1690,7397,Graduation,Single,49090.0,0,1,45,7,0,0,688,21,73,10.496919917864476,High
1691,6349,Master,Divorced,61787.0,0,0,71,5,0,0,1319,19,37,10.611909650924025,Low
1692,10790,PhD,Married,18169.0,1,0,40,8,0,0,21,4,39,10.907597535934292,Low
1693,10398,2n Cycle,Single,24336.0,1,0,82,7,0,0,31,4,43,11.38945927446954,High
1694,2431,Graduation,Married,18222.0,0,0,70,8,0,0,67,6,34,11.044490075290897,Average
1695,550,Graduation,Divorced,62335.0,0,1,87,2,0,0,708,21,72,10.652977412731007,Average
1696,1890,2n Cycle,Together,42033.0,1,1,95,7,0,0,25,4,53,11.326488706365502,Average
1697,10742,PhD,Married,86580.0,0,0,72,1,0,0,746,11,41,10.885694729637235,High
1698,10356,PhD,Divorced,41437.0,1,1,5,7,0,0,32,5,67,11.318275154004107,High
1699,4676,Master,Widow,73705.0,0,2,86,5,0,0,1695,25,73,9.708418891170432,Low
1700,8852,Graduation,Married,61064.0,0,1,80,6,0,0,1080,28,48,11.378507871321013,High
1701,3565,Master,Married,38452.0,1,1,62,7,0,0,72,9,69,9.801505817932922,Average
1702,5294,Graduation,Single,18358.0,1,0,49,7,0,0,57,10,35,10.157426420260096,Average
1703,1958,PhD,Together,55012.0,0,1,85,5,0,0,660,25,51,9.826146475017111,Low
1704,7349,Basic,Together,9722.0,1,0,7,8,0,1,103,11,51,11.93429158110883,High
1705,8799,PhD,Married,38175.0,1,0,6,7,0,0,153,11,40,10.316221765913758,High
1706,1351,Master,Together,58656.0,0,1,25,6,0,0,1220,32,68,11.323750855578371,Average
1707,1045,Graduation,Together,52117.0,0,1,55,7,0,0,279,13,59,11.419575633127995,Average
1708,7732,Graduation,Married,64813.0,1,0,81,5,0,0,745,20,46,9.957563312799453,Average
1709,8070,PhD,Married,54222.0,0,1,98,3,0,0,264,12,51,10.036960985626283,Average
1710,477,Graduation,Married,83512.0,0,0,31,1,0,1,2157,22,38,9.585215605749486,Average
1711,7832,Master,Married,77520.0,0,1,30,4,0,1,1526,23,65,10.387405886379192,Low
1712,2202,Graduation,Together,41154.0,0,1,98,5,0,0,69,6,46,10.368240930869268,Low
1713,7396,Graduation,Married,80398.0,0,0,92,3,0,0,1597,26,58,11.266255989048597,Low
1714,4055,Basic,Single,18746.0,1,0,41,6,0,0,64,8,32,9.637234770704996,High
1715,10340,Graduation,Together,35196.0,1,0,68,8,0,0,497,18,40,11.175906913073238,Low
1716,10091,Graduation,Single,60230.0,0,1,78,5,0,0,1067,17,68,10.661190965092402,Average
1717,7629,Graduation,Married,22108.0,1,1,46,7,0,0,31,7,47,9.451060917180014,Low
1718,10640,Graduation,Together,44392.0,1,1,71,7,0,0,211,14,50,10.691307323750856,Average
1719,3498,PhD,Married,55424.0,0,1,6,6,0,1,877,25,48,11.143052703627653,High
1720,6742,Graduation,Married,17688.0,1,0,82,8,1,0,11,4,45,11.008898015058179,Average
1721,1172,PhD,Married,92491.0,0,0,71,3,0,1,2034,25,41,11.030800821355236,Average
1722,569,Graduation,Single,90273.0,0,0,32,2,0,1,1991,19,33,10.091718001368925,Average
1723,4686,PhD,Widow,82571.0,0,0,28,2,0,0,1686,24,62,9.949349760438055,Average
1724,1381,PhD,Single,38513.0,1,0,20,8,0,1,324,17,42,9.96851471594798,Low
1725,2634,Master,Single,16653.0,1,0,10,6,0,1,69,9,45,9.749486652977414,High
1726,10905,Graduation,Together,42586.0,1,1,7,8,0,1,252,16,69,11.21697467488022,Low
1727,1744,Basic,Single,23529.0,0,1,67,6,0,0,54,5,59,10.546201232032855,High
1728,1000,Master,Together,74881.0,1,1,48,5,0,0,964,27,63,10.455852156057494,High
1729,3828,Graduation,Married,71107.0,0,1,61,4,0,0,1327,28,73,10.913073237508556,Low
1730,8605,PhD,Together,46910.0,1,1,36,6,0,0,68,7,60,9.820670773442847,Low
1731,10304,Graduation,Married,18690.0,0,0,77,8,0,0,60,5,65,11.052703627652292,High
1732,4351,Graduation,Divorced,37244.0,1,1,90,7,0,0,55,5,69,10.72416153319644,Average
1733,10129,Graduation,Together,82427.0,0,0,35,1,0,0,1456,21,58,9.122518822724162,Low
1734,2499,2n Cycle,Single,75342.0,0,1,38,4,0,0,563,18,66,10.617385352498289,High
1735,10092,Graduation,Divorced,70044.0,0,1,46,5,0,0,1504,26,70,10.910335386721425,Low
1736,7500,Graduation,Single,79146.0,1,1,33,6,0,0,564,19,57,9.73305954825462,Average
1737,5796,Graduation,Married,77437.0,0,0,70,1,0,0,1125,23,61,10.140999315537304,High
1738,10556,Graduation,Married,54984.0,0,1,51,7,0,0,358,17,65,9.650924024640657,Average
1739,1064,PhD,Married,42403.0,1,0,18,8,0,0,42,5,53,10.179329226557153,High
1740,48,Graduation,Together,55761.0,0,1,97,6,0,0,184,10,60,9.73305954825462,Average
1741,7610,Graduation,Together,37292.0,1,0,32,8,0,0,460,19,41,10.74880219028063,High
1742,263,PhD,Single,45576.0,0,0,9,8,0,1,145,8,79,9.639972621492129,Low
1743,10814,Graduation,Together,70321.0,0,0,6,4,0,1,1376,25,77,11.000684462696784,High
1744,9710,PhD,Divorced,58086.0,0,1,80,8,0,0,792,23,55,10.989733059548255,Low
1745,9292,Graduation,Married,81795.0,0,0,74,2,0,0,1382,23,72,11.225188227241615,Average
1746,10250,Basic,Together,28389.0,0,0,49,7,0,0,28,4,77,11.156741957563312,Average
1747,7881,Master,Married,66835.0,0,0,21,2,0,0,1033,24,78,10.302532511978097,Low
1748,5847,Graduation,Divorced,69901.0,0,1,95,5,0,0,882,23,55,10.636550308008214,Low
1749,737,PhD,Married,80360.0,0,0,56,2,0,0,2231,15,75,10.874743326488707,High
1750,3571,PhD,Together,63342.0,0,1,48,6,0,1,1101,19,63,11.252566735112936,High
1751,7807,Graduation,Married,44989.0,0,1,26,6,0,0,369,16,50,11.104722792607802,High
1752,3878,2n Cycle,Single,31859.0,1,0,3,7,0,0,48,5,44,9.886379192334017,Average
1753,5092,PhD,Widow,51569.0,0,1,39,8,0,1,467,19,75,10.124572210814511,High
1754,2154,Graduation,Widow,30372.0,1,1,33,7,0,0,44,8,53,11.06091718001369,Low
1755,5394,Basic,Single,16014.0,1,1,42,3,0,0,38,10,45,10.836413415468858,Average
1756,3798,Graduation,Married,41120.0,1,1,80,6,0,0,81,9,56,10.600958247775496,Average
1757,3524,Master,Single,39763.0,1,0,9,9,0,1,167,10,53,10.77618069815195,High
1758,5247,PhD,Married,38725.0,1,1,52,4,0,0,45,7,69,9.284052019164955,Low
1759,5883,Graduation,Married,77981.0,1,0,78,5,0,0,664,21,52,10.64476386036961,Low
1760,2118,2n Cycle,Married,62905.0,0,1,68,4,0,0,622,20,60,10.272416153319645,High
1761,8812,2n Cycle,Divorced,13533.0,1,0,45,7,0,0,48,7,45,10.288843258042437,Low
1762,6616,Graduation,Together,59481.0,0,1,47,2,0,0,461,16,49,10.234086242299794,Average
1763,2797,Graduation,Married,72117.0,0,1,34,5,0,0,1073,26,47,10.40930869267625,High
1764,4328,2n Cycle,Married,21955.0,1,0,81,6,0,0,55,8,38,10.524298425735797,Low
1765,9167,Graduation,Married,67131.0,0,1,72,6,0,0,976,26,68,10.811772758384668,Average
1766,10560,PhD,Single,36802.0,1,0,23,5,0,0,20,5,44,9.587953456536619,High
1767,2631,Graduation,Together,71853.0,0,0,29,1,0,0,1149,17,42,10.45037645448323,High
1768,8312,Basic,Married,28249.0,0,0,80,6,0,0,43,6,63,9.59069130732375,High
1769,5534,Master,Married,47808.0,0,1,30,7,0,0,224,10,49,10.242299794661191,Low
1770,5093,PhD,Divorced,25509.0,1,0,15,9,0,1,101,9,50,11.329226557152635,High
1771,7592,PhD,Married,51012.0,0,0,86,6,0,0,209,10,78,10.74880219028063,Average
1772,8895,Graduation,Single,70596.0,0,0,68,2,0,0,968,21,39,11.68788501026694,Average
1773,8584,PhD,Together,85431.0,0,0,54,0,0,0,1165,17,72,10.447638603696099,Average
1774,2694,Graduation,Married,42664.0,0,1,44,6,0,0,24,5,57,9.834360027378509,Average
1775,8910,Graduation,Together,42586.0,1,1,7,8,0,1,252,16,69,11.21697467488022,Low
1776,7433,Graduation,Single,29760.0,1,0,87,8,0,0,165,12,39,11.383983572895277,High
1777,164,PhD,Married,28973.0,0,0,59,8,0,0,269,13,47,11.260780287474333,Low
1778,10477,PhD,Together,39435.0,1,0,16,7,0,0,102,7,51,10.609171800136892,Low
1779,2681,2n Cycle,Married,65370.0,0,0,1,1,0,0,461,19,40,11.02258726899384,High
1780,5150,Basic,Single,20194.0,1,0,64,6,0,0,47,7,45,11.082819986310746,High
1781,5283,PhD,Single,42473.0,1,1,72,5,0,0,144,10,48,9.91375770020534,Average
1782,9645,Graduation,Married,64590.0,0,0,98,6,0,0,1338,24,56,11.2580424366872,Low
1783,10678,Graduation,Together,71232.0,0,1,91,7,0,0,917,25,65,10.13552361396304,High
1784,7261,Graduation,Together,34600.0,1,1,8,8,0,1,318,17,53,11.041752224503764,Low
1785,9648,Graduation,Single,46904.0,1,1,20,8,0,0,253,14,57,11.852156057494867,Average
1786,2870,Graduation,Married,49094.0,0,1,6,6,0,0,502,20,51,11.321013004791238,Low
1787,8008,Graduation,Together,36075.0,1,0,54,6,0,0,119,7,41,10.346338124572211,Average
1788,1513,2n Cycle,Together,60839.0,1,1,72,8,0,0,1250,29,45,11.38672142368241,High
1789,6173,Graduation,Together,77298.0,0,1,46,3,0,0,969,24,45,10.929500342231348,Low
1790,1419,Graduation,Together,34026.0,1,1,11,5,0,0,76,9,74,10.694045174537989,Average
1791,9150,PhD,Single,48918.0,1,1,21,4,0,0,62,7,61,9.119780971937029,Low
